probe_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome,Genes
1036743,A_23_P15580,60035,ANKRD40,ankyrin repeat domain 40,91369.0,17,ANKRD40 
1036741,A_23_P135164,60037,UAP1L1,UDP-N-acteylglucosamine pyrophosphorylase 1-like 1,91373.0,9,UAP1L1 
1036739,A_23_P367610,60040,SESTD1,SEC14 and spectrin domains 1,91404.0,2,SESTD1 
1036738,A_23_P381102,60043,CCDC74B,coiled-coil domain containing 74B,91409.0,2,CCDC74B CCDC74B 
1036737,CUST_9468_PI416261804,60047,C19orf40,chromosome 19 open reading frame 40,91442.0,19,C19orf40 
1036735,CUST_6456_PI416261804,60055,COL23A1,"collagen, type XXIII, alpha 1",91522.0,5,COL23A1 
1036734,A_23_P387031,60055,COL23A1,"collagen, type XXIII, alpha 1",91522.0,5,COL23A1 
1036732,A_23_P36888,60056,FAM113B,PC-esterase domain containing 1B,91523.0,12,PCED1B PCED1B 
1036731,A_23_P209347,60057,ANKRD44,ankyrin repeat domain 44,91526.0,2,ANKRD44 ANKRD44 
1036729,A_24_P316965,60059,RSAD2,radical S-adenosyl methionine domain containing 2,91543.0,2,RSAD2 
1036728,A_24_P28722,60059,RSAD2,radical S-adenosyl methionine domain containing 2,91543.0,2,RSAD2 
1036727,CUST_4928_PI416261804,60064,RPS19BP1,ribosomal protein S19 binding protein 1,91582.0,22,RPS19BP1 
1036726,A_24_P740705,60064,RPS19BP1,ribosomal protein S19 binding protein 1,91582.0,22,RPS19BP1 
1036725,A_23_P338578,60065,PLXNA4,plexin A4,91584.0,7,PLXNA4 
1036724,CUST_4929_PI416261804,60066,ZNF830,zinc finger protein 830,91603.0,17,ZNF830 
1036723,A_23_P387071,60066,ZNF830,zinc finger protein 830,91603.0,17,ZNF830 
1036720,A_23_P129925,60067,SLFN11,schlafen family member 11,91607.0,17,SLFN11 SLFN11 SLFN11 SLFN11 SLFN11 
1036719,CUST_10103_PI416261804,60068,RASL10B,"RAS-like, family 10, member B",91608.0,17,RASL10B 
1036718,A_24_P322229,60068,RASL10B,"RAS-like, family 10, member B",91608.0,17,RASL10B 
1036717,A_23_P37237,60070,CHURC1,churchill domain containing 1,91612.0,14,CHURC1 CHURC1 CHURC1 
1036716,A_24_P227617,60070,CHURC1,churchill domain containing 1,91612.0,14,CHURC1 CHURC1 CHURC1 
1036715,CUST_6895_PI416261804,60071,DEPDC7,DEP domain containing 7,91614.0,11,DEPDC7 DEPDC7 
1036714,A_23_P385126,60071,DEPDC7,DEP domain containing 7,91614.0,11,DEPDC7 DEPDC7 
1036713,A_24_P409971,60072,NEXN,nexilin (F actin binding protein),91624.0,1,NEXN NEXN 
1036712,A_23_P200001,60072,NEXN,nexilin (F actin binding protein),91624.0,1,NEXN NEXN 
1036711,CUST_7079_PI416261804,60075,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,91647.0,17,ATPAF2 
1036710,A_23_P418493,60075,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,91647.0,17,ATPAF2 
1036706,A_23_P421306,60082,SYT12,synaptotagmin XII,91683.0,11,SYT12 SYT12 
1036705,A_24_P271542,60084,C22orf32,chromosome 22 open reading frame 32,91689.0,22,SMDT1 
1036704,A_23_P211584,60084,C22orf32,chromosome 22 open reading frame 32,91689.0,22,SMDT1 
1036703,A_24_P934202,60085,LONRF1,LON peptidase N-terminal domain and ring finger 1,91694.0,8,LONRF1 
1036702,A_24_P406480,60085,LONRF1,LON peptidase N-terminal domain and ring finger 1,91694.0,8,LONRF1 
1036701,A_23_P94216,60085,LONRF1,LON peptidase N-terminal domain and ring finger 1,91694.0,8,LONRF1 
1036700,A_32_P194032,60085,LONRF1,LON peptidase N-terminal domain and ring finger 1,91694.0,8,LONRF1 
1036699,CUST_16596_PI416261804,60088,ACY3,aspartoacylase (aminocyclase) 3,91703.0,11,ACY3 
1036698,A_23_P47102,60088,ACY3,aspartoacylase (aminocyclase) 3,91703.0,11,ACY3 
1036695,CUST_9411_PI416261804,60089,IDI2,isopentenyl-diphosphate delta isomerase 2,91734.0,10,IDI2-AS1 IDI2-AS1 IDI2-AS1 IDI2-AS1 
1036694,A_32_P352697,60090,YTHDC1,YTH domain containing 1,91746.0,4,YTHDC1 YTHDC1 YTHDC1 YTHDC1 
1036693,A_23_P92590,60090,YTHDC1,YTH domain containing 1,91746.0,4,YTHDC1 YTHDC1 YTHDC1 YTHDC1 
1036692,A_24_P208961,60090,YTHDC1,YTH domain containing 1,91746.0,4,YTHDC1 YTHDC1 YTHDC1 YTHDC1 
1036689,A_24_P85200,60091,C14orf43,chromosome 14 open reading frame 43,91748.0,14,ELMSAN1 ELMSAN1 
1036688,A_24_P417959,60091,C14orf43,chromosome 14 open reading frame 43,91748.0,14,ELMSAN1 ELMSAN1 
1036687,A_24_P240584,60092,KIAA1919,KIAA1919,91749.0,6,KIAA1919 
1036686,A_23_P305100,60092,KIAA1919,KIAA1919,91749.0,6,KIAA1919 
1036684,A_32_P316136,60094,ZNF804A,zinc finger protein 804A,91752.0,2,ZNF804A 
1036683,A_24_P347480,60095,NEK9,NIMA (never in mitosis gene a)- related kinase 9,91754.0,14,NEK9 
1036682,A_23_P3131,60095,NEK9,NIMA (never in mitosis gene a)- related kinase 9,91754.0,14,NEK9 
1036681,CUST_6662_PI416261804,60097,NXPE3,"neurexophilin and PC-esterase domain family, member 3",91775.0,3,NXPE3 NXPE3 
1036680,A_23_P132560,60097,NXPE3,"neurexophilin and PC-esterase domain family, member 3",91775.0,3,NXPE3 NXPE3 
1036679,A_32_P70220,60098,CHMP7,charged multivesicular body protein 7,91782.0,8,CHMP7 
1036678,A_23_P303203,60098,CHMP7,charged multivesicular body protein 7,91782.0,8,CHMP7 
1036677,CUST_12528_PI416261804,60099,ALKBH8,"alkB, alkylation repair homolog 8 (E. coli)",91801.0,11,ALKBH8 
1036676,A_23_P371876,60099,ALKBH8,"alkB, alkylation repair homolog 8 (E. coli)",91801.0,11,ALKBH8 
1036671,A_24_P93741,60111,RFT1,RFT1 homolog (S. cerevisiae),91869.0,3,RFT1 
1036670,A_23_P155441,60111,RFT1,RFT1 homolog (S. cerevisiae),91869.0,3,RFT1 
1037630,A_23_P15516,58546,TMEM101,transmembrane protein 101,84336.0,17,TMEM101 
1037629,CUST_914_PI416261804,58547,ELOF1,elongation factor 1 homolog (S. cerevisiae),84337.0,19,ELOF1 
1037628,A_23_P130689,58547,ELOF1,elongation factor 1 homolog (S. cerevisiae),84337.0,19,ELOF1 
1037627,A_24_P155815,58552,COG8,component of oligomeric golgi complex 8,84342.0,16,COG8 
1037626,A_23_P40821,58553,HPS3,Hermansky-Pudlak syndrome 3,84343.0,3,HPS3 
1037625,CUST_8894_PI416261804,58574,ARFGAP2,ADP-ribosylation factor GTPase activating protein 2,84364.0,11,ARFGAP2 ARFGAP2 
1037624,A_23_P161552,58574,ARFGAP2,ADP-ribosylation factor GTPase activating protein 2,84364.0,11,ARFGAP2 ARFGAP2 
1037622,CUST_11109_PI416261804,58575,MKI67IP,MKI67 (FHA domain) interacting nucleolar phosphoprotein,84365.0,2,NIFK 
1037621,A_23_P50897,58575,MKI67IP,MKI67 (FHA domain) interacting nucleolar phosphoprotein,84365.0,2,NIFK 
1037619,A_23_P15621,58576,PRAC,prostate cancer susceptibility candidate,84366.0,17,PRAC1 
1037618,A_32_P212520,58577,HOOK3,hook homolog 3 (Drosophila),84376.0,8,HOOK3 
1037617,A_32_P49211,58577,HOOK3,hook homolog 3 (Drosophila),84376.0,8,HOOK3 
1037616,A_23_P314216,58577,HOOK3,hook homolog 3 (Drosophila),84376.0,8,HOOK3 
1037615,A_23_P216080,58577,HOOK3,hook homolog 3 (Drosophila),84376.0,8,HOOK3 
1037614,A_32_P103726,58577,HOOK3,hook homolog 3 (Drosophila),84376.0,8,HOOK3 
1037613,CUST_15277_PI416261804,58618,C2orf40,chromosome 2 open reading frame 40,84417.0,2,C2orf40 
1037612,A_23_P56433,58618,C2orf40,chromosome 2 open reading frame 40,84417.0,2,C2orf40 
1037611,CUST_1603_PI416261804,58619,CYSTM1,cysteine-rich transmembrane module containing 1,84418.0,5,CYSTM1 
1037610,A_23_P259506,58619,CYSTM1,cysteine-rich transmembrane module containing 1,84418.0,5,CYSTM1 
1037605,CUST_1811_PI416261804,58637,ZNF528,zinc finger protein 528,84436.0,19,ZNF528 
1037604,A_23_P414713,58637,ZNF528,zinc finger protein 528,84436.0,19,ZNF528 
1037602,A_23_P38427,58641,RAB11FIP4,RAB11 family interacting protein 4 (class II),84440.0,17,RAB11FIP4 
1037601,A_24_P401909,58641,RAB11FIP4,RAB11 family interacting protein 4 (class II),84440.0,17,RAB11FIP4 
1037599,A_23_P27023,58641,RAB11FIP4,RAB11 family interacting protein 4 (class II),84440.0,17,RAB11FIP4 
1037597,CUST_14019_PI416261804,58642,MAML2,mastermind-like 2 (Drosophila),84441.0,11,MAML2 
1037189,A_24_P135319,59142,CGNL1,cingulin-like 1,84952.0,15,CGNL1 CGNL1 
1037188,A_23_P163306,59142,CGNL1,cingulin-like 1,84952.0,15,CGNL1 CGNL1 
1037184,A_23_P46390,59148,SYTL1,synaptotagmin-like 1,84958.0,1,SYTL1 SYTL1 
1037183,A_32_P217773,59148,SYTL1,synaptotagmin-like 1,84958.0,1,SYTL1 SYTL1 
1037182,CUST_11546_PI416261804,59151,FBXL20,F-box and leucine-rich repeat protein 20,84961.0,17,FBXL20 FBXL20 
1037181,A_23_P141146,59151,FBXL20,F-box and leucine-rich repeat protein 20,84961.0,17,FBXL20 FBXL20 
1037180,CUST_350_PI416408490,59156,IGSF21,"immunoglobin superfamily, member 21",84966.0,1,IGSF21 
1037179,CUST_13793_PI416261804,59156,IGSF21,"immunoglobin superfamily, member 21",84966.0,1,IGSF21 
1037178,A_32_P78101,59156,IGSF21,"immunoglobin superfamily, member 21",84966.0,1,IGSF21 
1037177,CUST_17005_PI416261804,59157,LSM10,"LSM10, U7 small nuclear RNA associated",84967.0,1,LSM10 
1037176,A_24_P216681,59157,LSM10,"LSM10, U7 small nuclear RNA associated",84967.0,1,LSM10 
1037175,CUST_6693_PI416261804,59160,C1orf94,chromosome 1 open reading frame 94,84970.0,1,C1orf94 C1orf94 
1037174,A_23_P160297,59160,C1orf94,chromosome 1 open reading frame 94,84970.0,1,C1orf94 C1orf94 
1037173,CUST_785_PI416261804,59161,ATG4D,"autophagy related 4D, cysteine peptidase",84971.0,19,ATG4D ATG4D ATG4D ATG4D 
1037172,A_23_P101342,59161,ATG4D,"autophagy related 4D, cysteine peptidase",84971.0,19,ATG4D ATG4D ATG4D ATG4D 
1037171,A_23_P72853,59165,MFSD5,major facilitator superfamily domain containing 5,84975.0,12,MFSD5 MFSD5 
1037170,A_23_P72850,59165,MFSD5,major facilitator superfamily domain containing 5,84975.0,12,MFSD5 MFSD5 
1037168,A_23_P201319,59166,DISP1,dispatched homolog 1 (Drosophila),84976.0,1,DISP1 
1037167,CUST_7364_PI416261804,59168,FRMD5,FERM domain containing 5,84978.0,15,FRMD5 FRMD5 FRMD5 FRMD5 
1037166,A_23_P26037,59168,FRMD5,FERM domain containing 5,84978.0,15,FRMD5 FRMD5 FRMD5 FRMD5 
1037165,A_24_P253723,59171,MIR22HG,MIR22 host gene (non-protein coding),84981.0,17,MIR22HG MIR22HG MIR22HG MIR22HG 
1037164,A_23_P49610,59171,MIR22HG,MIR22 host gene (non-protein coding),84981.0,17,MIR22HG MIR22HG MIR22HG MIR22HG 
1037163,CUST_6590_PI416261804,59174,C3orf34,centrosomal protein 19kDa,84984.0,3,CEP19 
1037162,A_32_P212058,59174,C3orf34,centrosomal protein 19kDa,84984.0,3,CEP19 
1037160,A_23_P1387,59176,ARHGAP19,Rho GTPase activating protein 19,84986.0,10,ARHGAP19 ARHGAP19 ARHGAP19 
1037159,A_23_P334845,59176,ARHGAP19,Rho GTPase activating protein 19,84986.0,10,ARHGAP19 ARHGAP19 ARHGAP19 
1037158,CUST_162_PI416261804,59177,C12orf62,COX14 cytochrome c oxidase assembly homolog (S. cerevisiae),84987.0,12,COX14 COX14 COX14 
1037157,A_23_P151280,59177,C12orf62,COX14 cytochrome c oxidase assembly homolog (S. cerevisiae),84987.0,12,COX14 COX14 COX14 
1037156,A_24_P9605,59178,PPP1R16A,"protein phosphatase 1, regulatory subunit 16A",84988.0,8,PPP1R16A 
1037155,A_23_P157715,59178,PPP1R16A,"protein phosphatase 1, regulatory subunit 16A",84988.0,8,PPP1R16A 
1037151,A_23_P204296,59192,RERG,"RAS-like, estrogen-regulated, growth inhibitor",85004.0,12,RERG RERG 
1037150,A_24_P321525,59192,RERG,"RAS-like, estrogen-regulated, growth inhibitor",85004.0,12,RERG RERG 
1037149,A_23_P434442,59199,TCEAL3,transcription elongation factor A (SII)-like 3,85012.0,X,TCEAL3 TCEAL3 
1037148,CUST_909_PI416261804,59199,TCEAL3,transcription elongation factor A (SII)-like 3,85012.0,X,TCEAL3 TCEAL3 
1037147,CUST_600_PI416261804,59200,TMEM128,transmembrane protein 128,85013.0,4,TMEM128 
1037146,A_23_P29924,59200,TMEM128,transmembrane protein 128,85013.0,4,TMEM128 
1037145,CUST_1105_PI416261804,59201,TMEM141,transmembrane protein 141,85014.0,9,TMEM141 
1037144,A_23_P94591,59201,TMEM141,transmembrane protein 141,85014.0,9,TMEM141 
1037143,CUST_154_PI416261804,59203,C11orf70,chromosome 11 open reading frame 70,85016.0,11,C11orf70 C11orf70 
1037141,CUST_11158_PI416261804,59206,C18orf45,transmembrane protein 241,85019.0,18,TMEM241 
1037140,A_23_P89824,59206,C18orf45,transmembrane protein 241,85019.0,18,TMEM241 
1037139,CUST_6591_PI416261804,59208,REPS1,RALBP1 associated Eps domain containing 1,85021.0,6,REPS1 REPS1 REPS1 REPS1 
1037138,A_23_P70748,59208,REPS1,RALBP1 associated Eps domain containing 1,85021.0,6,REPS1 REPS1 REPS1 REPS1 
1037137,CUST_6612_PI416261804,59212,TMEM60,transmembrane protein 60,85025.0,7,TMEM60 
1037136,A_24_P166661,59212,TMEM60,transmembrane protein 60,85025.0,7,TMEM60 
1037135,A_24_P120970,59213,C9orf37,chromosome 9 open reading frame 37,85026.0,9,C9orf37 
1037134,A_23_P60330,59213,C9orf37,chromosome 9 open reading frame 37,85026.0,9,C9orf37 
1037133,CUST_1856_PI416261804,59214,C5ORF62,chromosome 5 open reading frame 62,85027.0,5,SMIM3 
1037132,A_23_P414273,59214,C5ORF62,chromosome 5 open reading frame 62,85027.0,5,SMIM3 
1037131,A_23_P81859,59422,HIST1H2AH,"histone cluster 1, H2ah",85235.0,6,HIST1H2AH 
1037129,A_23_P145238,59423,HIST1H2BK,"histone cluster 1, H2bk",85236.0,6,HIST1H2BK 
1037128,CUST_1009_PI416261804,59467,KRTAP9-4,keratin associated protein 9-4,85280.0,17,KRTAP9-4 
1037125,CUST_12651_PI416261804,152717,KRTAP4-14,keratin associated protein 4-11,653240.0,17,KRTAP4-11 
1037124,A_23_P4400,152717,KRTAP4-14,keratin associated protein 4-11,653240.0,17,KRTAP4-11 
1037123,A_24_P194434,59472,KRTAP4-1,keratin associated protein 4-1,85285.0,17,KRTAP4-1 
1037111,A_23_P101671,59487,ATCAY,"ataxia, cerebellar, Cayman type",85300.0,19,ATCAY 
1037110,A_24_P40094,59487,ATCAY,"ataxia, cerebellar, Cayman type",85300.0,19,ATCAY 
1037109,A_23_P433063,59487,ATCAY,"ataxia, cerebellar, Cayman type",85300.0,19,ATCAY 
1037107,A_24_P363896,59488,COL27A1,"collagen, type XXVII, alpha 1",85301.0,9,COL27A1 
1037106,CUST_7683_PI416261804,59500,PPIL4,peptidylprolyl isomerase (cyclophilin)-like 4,85313.0,6,PPIL4 
1037105,A_23_P42507,59500,PPIL4,peptidylprolyl isomerase (cyclophilin)-like 4,85313.0,6,PPIL4 
1037104,A_23_P214281,59502,PAQR8,progestin and adipoQ receptor family member VIII,85315.0,6,PAQR8 
1037103,A_24_P334640,59502,PAQR8,progestin and adipoQ receptor family member VIII,85315.0,6,PAQR8 
1037098,A_23_P143569,59529,DGCR6L,DiGeorge syndrome critical region gene 6-like,85359.0,22,DGCR6L 
1037097,CUST_1989_PI416261804,59530,SYDE1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)",85360.0,19,SYDE1 
1037096,A_23_P101796,59530,SYDE1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)",85360.0,19,SYDE1 
1037095,CUST_13821_PI416261804,59533,TRIM5,tripartite motif containing 5,85363.0,11,TRIM5 TRIM5 TRIM5 
1037093,A_23_P203505,59533,TRIM5,tripartite motif containing 5,85363.0,11,TRIM5 TRIM5 
1037092,A_23_P210686,59534,ZCCHC3,"zinc finger, CCHC domain containing 3",85364.0,20,ZCCHC3 
1037091,A_24_P399694,59534,ZCCHC3,"zinc finger, CCHC domain containing 3",85364.0,20,ZCCHC3 
1037090,A_23_P146728,59535,ALG2,"asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae)",85365.0,9,ALG2 ALG2 
1037089,CUST_11447_PI416261804,59535,ALG2,"asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae)",85365.0,9,ALG2 ALG2 
1037087,A_23_P80008,59536,MYLK2,myosin light chain kinase 2,85366.0,20,MYLK2 
1037086,CUST_182_PI416261804,59539,FAM40A,"family with sequence similarity 40, member A",85369.0,1,STRIP1 STRIP1 STRIP1 
1037085,A_23_P320457,59539,FAM40A,"family with sequence similarity 40, member A",85369.0,1,STRIP1 STRIP1 STRIP1 
1037084,CUST_1449_PI416261804,59547,MICALL1,MICAL-like 1,85377.0,22,MICALL1 
1037083,A_23_P68922,59547,MICALL1,MICAL-like 1,85377.0,22,MICALL1 
1037082,CUST_723_PI416261804,59548,TUBGCP6,"tubulin, gamma complex associated protein 6",85378.0,22,TUBGCP6 
1037081,A_23_P6546,59548,TUBGCP6,"tubulin, gamma complex associated protein 6",85378.0,22,TUBGCP6 
1037080,A_23_P61202,59562,C21orf70,"family with sequence similarity 207, member A",85395.0,21,FAM207A 
1037079,A_32_P22883,59562,C21orf70,"family with sequence similarity 207, member A",85395.0,21,FAM207A 
1036669,CUST_14146_PI416261804,60112,TTC5,tetratricopeptide repeat domain 5,91875.0,14,TTC5 
1036668,A_23_P88280,60112,TTC5,tetratricopeptide repeat domain 5,91875.0,14,TTC5 
1036664,A_23_P345942,60119,NDUFAF2,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2",91942.0,5,NDUFAF2 
1036663,A_23_P360983,60119,NDUFAF2,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2",91942.0,5,NDUFAF2 
1036662,A_32_P49555,60119,NDUFAF2,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2",91942.0,5,NDUFAF2 
1036661,CUST_6396_PI416261804,60120,ARRDC4,arrestin domain containing 4,91947.0,15,ARRDC4 
1036660,A_23_P339818,60120,ARRDC4,arrestin domain containing 4,91947.0,15,ARRDC4 
1036658,A_23_P329361,60122,COG7,component of oligomeric golgi complex 7,91949.0,16,COG7 
1036655,CUST_8848_PI416261804,60125,ZNF300,zinc finger protein 300,91975.0,5,ZNF300 ZNF300 ZNF300 
1036654,A_23_P110699,60125,ZNF300,zinc finger protein 300,91975.0,5,ZNF300 ZNF300 ZNF300 
1036653,CUST_5150_PI416261804,60127,C19orf20,tubulin polyglutamylase complex subunit 1,91978.0,19,TPGS1 
1036652,A_23_P366682,60127,C19orf20,tubulin polyglutamylase complex subunit 1,91978.0,19,TPGS1 
1036651,CUST_658_PI417507815,60128,FAM58A,"family with sequence similarity 58, member A",92002.0,X,FAM58A FAM58A 
1036650,A_32_P75122,60128,FAM58A,"family with sequence similarity 58, member A",92002.0,X,FAM58A FAM58A 
1036649,A_23_P404005,60128,FAM58A,"family with sequence similarity 58, member A",92002.0,X,FAM58A FAM58A 
1036648,CUST_13594_PI416261804,60129,MCART1,"solute carrier family 25, member 51",92014.0,9,SLC25A51 SLC25A51 SLC25A51 
1036646,A_23_P7083,60132,CTBP1-AS1,CTBP1 antisense RNA 1 (non-protein coding),92070.0,4,CTBP1-AS2 
1036645,A_23_P7087,60132,CTBP1-AS1,CTBP1 antisense RNA 1 (non-protein coding),92070.0,4,CTBP1-AS2 
1036643,A_23_P31532,60136,ZC3HAV1L,"zinc finger CCCH-type, antiviral 1-like",92092.0,7,ZC3HAV1L 
1036642,A_24_P26069,60137,TTC30A,tetratricopeptide repeat domain 30A,92104.0,2,TTC30A 
1036641,A_23_P131611,60137,TTC30A,tetratricopeptide repeat domain 30A,92104.0,2,TTC30A 
1036640,A_24_P17453,60137,TTC30A,tetratricopeptide repeat domain 30A,92104.0,2,TTC30A 
1036639,A_23_P203737,60138,INTS4,integrator complex subunit 4,92105.0,11,INTS4 
1036638,A_24_P927189,60139,OXNAD1,oxidoreductase NAD-binding domain containing 1,92106.0,3,OXNAD1 
1036637,A_23_P91991,60139,OXNAD1,oxidoreductase NAD-binding domain containing 1,92106.0,3,OXNAD1 
1036636,A_23_P27265,60141,DSEL,dermatan sulfate epimerase-like,92126.0,18,DSEL 
1036634,A_24_P760130,60143,MTDH,metadherin,92140.0,8,MTDH 
1036633,CUST_457_PI416408490,60143,MTDH,metadherin,92140.0,8,MTDH 
1036632,A_23_P250196,60143,MTDH,metadherin,92140.0,8,MTDH 
1036631,A_24_P230877,60143,MTDH,metadherin,92140.0,8,MTDH 
1036629,A_23_P403745,60144,MTSS1L,metastasis suppressor 1-like,92154.0,16,MTSS1L 
1036628,A_32_P84084,60144,MTSS1L,metastasis suppressor 1-like,92154.0,16,MTSS1L 
1036627,A_24_P375728,60144,MTSS1L,metastasis suppressor 1-like,92154.0,16,MTSS1L 
1036626,CUST_597_PI416261804,60145,TMEM88,transmembrane protein 88,92162.0,17,TMEM88 
1036625,A_23_P77859,60145,TMEM88,transmembrane protein 88,92162.0,17,TMEM88 
1036624,CUST_2328_PI416261804,60146,MTG1,mitochondrial GTPase 1 homolog (S. cerevisiae),92170.0,10,MTG1 
1036623,A_23_P113728,60146,MTG1,mitochondrial GTPase 1 homolog (S. cerevisiae),92170.0,10,MTG1 
1036622,A_23_P19061,60147,UBTD2,ubiquitin domain containing 2,92181.0,5,UBTD2 
1036621,A_24_P12181,60147,UBTD2,ubiquitin domain containing 2,92181.0,5,UBTD2 
1036619,A_23_P149946,60149,PCDH21,cadherin-related family member 1,92211.0,10,CDHR1 
1036618,CUST_9986_PI416261804,60154,RCSD1,RCSD domain containing 1,92241.0,1,RCSD1 
1036617,A_23_P23279,60154,RCSD1,RCSD domain containing 1,92241.0,1,RCSD1 
1036616,CUST_5062_PI416261804,60157,MRPS36,mitochondrial ribosomal protein S36,92259.0,5,MRPS36 
1036615,A_23_P29575,60157,MRPS36,mitochondrial ribosomal protein S36,92259.0,5,MRPS36 
1036613,A_23_P67424,60159,ZNF461,zinc finger protein 461,92283.0,19,ZNF461 
1036612,CUST_1583_PI416261804,60160,ZNF585B,zinc finger protein 585B,92285.0,19,ZNF585B 
1036610,A_24_P336983,60161,CAPN13,calpain 13,92291.0,2,CAPN13 
1036609,A_23_P101972,60161,CAPN13,calpain 13,92291.0,2,CAPN13 
1036606,CUST_14774_PI416261804,60165,SCGB3A1,"secretoglobin, family 3A, member 1",92304.0,5,SCGB3A1 
1036605,A_23_P30217,60165,SCGB3A1,"secretoglobin, family 3A, member 1",92304.0,5,SCGB3A1 
1036603,CUST_10037_PI416261804,60170,C1orf156,methyltransferase like 18,92342.0,1,METTL18 
1036602,A_23_P85726,60170,C1orf156,methyltransferase like 18,92342.0,1,METTL18 
1036601,CUST_12624_PI416261804,60171,GORAB,"golgin, RAB6-interacting",92344.0,1,GORAB GORAB GORAB 
1036599,A_23_P368145,60171,GORAB,"golgin, RAB6-interacting",92344.0,1,GORAB GORAB 
1036598,A_23_P58298,60172,NAF1,nuclear assembly factor 1 homolog (S. cerevisiae),92345.0,4,NAF1 
1036595,CUST_1704_PI416261804,60175,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4,92369.0,3,SPSB4 
1036594,A_23_P258381,60175,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4,92369.0,3,SPSB4 
1036593,CUST_11808_PI416261804,165058,ZFP62,zinc finger protein 62 homolog (mouse),643836.0,5,ZFP62
1036592,CUST_2981_PI416261804,165058,ZFP62,zinc finger protein 62 homolog (mouse),643836.0,5,ZFP62 ZFP62 
1036591,A_23_P69877,165058,ZFP62,zinc finger protein 62 homolog (mouse),643836.0,5,ZFP62 ZFP62 
1036590,CUST_15325_PI416261804,60180,CHMP4C,charged multivesicular body protein 4C,92421.0,8,CHMP4C 
1036588,CUST_13248_PI416261804,81258,RBM33,RNA binding motif protein 33,155435.0,7,RBM33 
1036587,A_23_P215534,81258,RBM33,RNA binding motif protein 33,155435.0,7,RBM33 
1036584,CUST_572_PI416573500,60192,CCDC64,coiled-coil domain containing 64,92558.0,12,CCDC64 
1036583,CUST_588_PI416379584,60192,CCDC64,coiled-coil domain containing 64,92558.0,12,CCDC64 
1036582,CUST_13950_PI416261804,60193,FANK1,fibronectin type III and ankyrin repeat domains 1,92565.0,10,FANK1 
1036581,A_23_P115785,60193,FANK1,fibronectin type III and ankyrin repeat domains 1,92565.0,10,FANK1 
1036580,A_23_P55174,60194,G6PC3,"glucose 6 phosphatase, catalytic, 3",92579.0,17,G6PC3 G6PC3 G6PC3 
1036578,A_23_P118581,60195,ASB16,ankyrin repeat and SOCS box containing 16,92591.0,17,ASB16 
1036577,A_24_P56837,60195,ASB16,ankyrin repeat and SOCS box containing 16,92591.0,17,ASB16 
1036576,CUST_1328_PI416261804,60196,ZNF764,zinc finger protein 764,92595.0,16,ZNF764 ZNF764 
1036344,A_23_P357374,76636,PTH2,parathyroid hormone 2,113091.0,19,PTH2 
1036343,CUST_5597_PI416261804,76638,CDCA5,cell division cycle associated 5,113130.0,11,CDCA5 
1036342,A_23_P104651,76638,CDCA5,cell division cycle associated 5,113130.0,11,CDCA5 
1036341,CUST_880_PI416261804,76644,SAAL1,serum amyloid A-like 1,113174.0,11,SAAL1 
1036340,A_23_P321349,76644,SAAL1,serum amyloid A-like 1,113174.0,11,SAAL1 
1036339,A_24_P79153,76646,SCAMP4,secretory carrier membrane protein 4,113178.0,19,SCAMP4 
1036338,CUST_9_PI416383280,76647,ADAT3,"adenosine deaminase, tRNA-specific 3",113179.0,19,ADAT3 
1036337,A_24_P82848,76647,ADAT3,"adenosine deaminase, tRNA-specific 3",113179.0,19,ADAT3 
1036335,A_23_P106532,76648,CHST14,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14,113189.0,15,CHST14 
1036334,CUST_4949_PI416261804,76650,KIF12,kinesin family member 12,113220.0,9,KIF12 
1036333,A_23_P386356,76650,KIF12,kinesin family member 12,113220.0,9,KIF12 
1036332,A_23_P335069,76652,SLC46A1,"solute carrier family 46 (folate transporter), member 1",113235.0,17,SLC46A1 SLC46A1 
1036331,A_23_P66698,76652,SLC46A1,"solute carrier family 46 (folate transporter), member 1",113235.0,17,SLC46A1 SLC46A1 
1036330,A_24_P159548,76652,SLC46A1,"solute carrier family 46 (folate transporter), member 1",113235.0,17,SLC46A1 SLC46A1 
1036329,CUST_13458_PI416261804,76653,C12orf57,chromosome 12 open reading frame 57,113246.0,12,C12orf57 
1036328,A_23_P350551,76653,C12orf57,chromosome 12 open reading frame 57,113246.0,12,C12orf57 
1036327,A_32_P81334,76654,LARP4,"La ribonucleoprotein domain family, member 4",113251.0,12,LARP4 LARP4 LARP4 LARP4 LARP4 LARP4 LARP4 
